pH,EC_uScm,TDS_mgL,HCO3_mgL,Cl_mgL,F_mgL,SO4,NO3,Total_Hardness_mgL,Ca_mgL,Mg_mgL,Na_mgL,K_mgL,pH_exceed,TDS_mgL_exceed,NO3_exceed,F_mgL_exceed,Cl_mgL_exceed,SO4_exceed,Total_Hardness_mgL_exceed,risk_score,risk_label,Latitude,Longitude,State,District,Location,coordinate_flag
7.32,600.0,402.0,351.0,12.0,0.25,24.0,3.0,275.0,72.0,23.0,22.0,6.0,0,0,0,0,0,0,1,1,MODERATE,32.7472,75.0772,Jammu & Kashmir,Samba,Sagoon,
7.25,920.0,616.4000000000001,397.0,45.0,0.24,37.0,94.0,460.0,162.0,13.0,29.0,2.0,0,1,1,0,0,0,1,3,HIGH,32.5858,75.105,Jammu & Kashmir,Samba,Daboh,
7.05,860.0,576.2,427.0,30.0,0.3,40.0,56.0,420.0,148.0,12.0,21.0,24.0,0,1,1,0,0,0,1,3,HIGH,32.61,75.14,Jammu & Kashmir,Samba,Dhora,
7.13,530.0,355.1,300.0,15.0,0.23,20.0,3.0,241.0,85.0,7.0,18.0,11.0,0,0,0,0,0,0,1,1,MODERATE,32.6092,75.0653,Jammu & Kashmir,Samba,Kamila,
7.21,850.0,569.5,538.0,28.0,0.32,14.0,5.0,437.0,145.0,18.0,32.0,2.0,0,1,0,0,0,0,1,2,MODERATE,32.623,75.063,Jammu & Kashmir,Samba,Mothian Kalan,
7.15,860.0,576.2,372.0,55.0,0.39,58.0,28.0,395.0,138.0,12.0,40.0,7.0,0,1,0,0,0,0,1,2,MODERATE,32.6125,75.1478,Jammu & Kashmir,Samba,Nud,
7.14,440.0,294.8,250.0,8.0,0.3,27.0,3.0,216.0,58.0,17.0,3.0,18.0,0,0,0,0,0,0,1,1,MODERATE,32.6497,74.9867,Jammu & Kashmir,Samba,Maheen Charkan,
7.05,610.0,408.7000000000001,350.0,15.0,0.26,19.0,20.0,322.0,119.0,6.0,13.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.6555,74.9517,Jammu & Kashmir,Samba,Birpur,
7.3,1010.0,676.7,469.0,53.0,0.43,49.0,74.0,487.0,155.0,24.0,35.0,22.0,0,1,1,0,0,0,1,3,HIGH,32.6239,75.065,Jammu & Kashmir,Samba,Nagrota Uttarbani,
7.22,890.0,596.3000000000001,519.0,38.0,0.28,26.0,5.0,467.0,119.0,41.0,21.0,10.0,0,1,0,0,0,0,1,2,MODERATE,32.6478,75.0636,Jammu & Kashmir,Samba,Uttarbani,
7.18,720.0,482.4,439.0,20.0,0.45,17.0,11.0,335.0,82.0,30.0,42.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.471,75.161,Jammu & Kashmir,Samba,Madun,
7.43,740.0,495.8,481.0,10.0,0.15,19.0,21.0,440.0,100.0,46.0,8.0,3.0,0,0,0,0,0,0,1,1,MODERATE,33.0917,74.8333,Jammu & Kashmir,Reasi,Talwara,
7.3,910.0,609.7,417.0,43.0,0.31,44.0,87.0,420.0,140.0,17.0,51.0,2.0,0,1,1,0,0,0,1,3,HIGH,32.4625,75.2458,Jammu & Kashmir,Kathua,Jandi (New),
7.82,571.0,382.5700000000001,305.0,21.0,0.59,7.0,26.0,220.0,52.0,22.0,43.0,0.0,0,0,0,0,0,0,1,1,MODERATE,24.3208,78.4114,Uttar Pradesh,Lalitpur,Balabehat,
7.16,510.0,341.70000000000005,336.0,5.0,0.26,7.0,3.0,260.0,74.0,18.0,19.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.4333,75.1833,Jammu & Kashmir,Kathua,Dulme Chak,
7.12,500.0,335.0,340.0,7.0,0.17,9.0,8.0,283.0,81.0,19.0,6.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.9722,74.6988,Jammu & Kashmir,Jammu,Tanda Sheeda,
7.08,920.0,616.4000000000001,454.0,38.0,0.31,71.0,55.0,452.0,146.0,21.0,42.0,18.0,0,1,1,0,0,0,1,3,HIGH,32.5203,74.7986,Jammu & Kashmir,Jammu,Arnia Ii,
7.16,580.0,388.6,339.0,10.0,0.21,37.0,3.0,323.0,90.0,24.0,6.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.8485,74.7464,Jammu & Kashmir,Jammu,Batera,
7.18,610.0,408.7000000000001,388.0,7.0,0.27,20.0,8.0,338.0,106.0,18.0,5.0,3.0,0,0,0,0,0,0,1,1,MODERATE,32.86,74.7633,Jammu & Kashmir,Jammu,Dharam Khu,
7.07,1080.0,723.6,598.0,44.0,0.43,57.0,34.0,567.0,166.0,38.0,38.0,3.0,0,1,0,0,0,0,1,2,MODERATE,32.7907,74.7656,Jammu & Kashmir,Jammu,Garhi (Jammu),
7.27,580.0,388.6,376.0,8.0,0.27,7.0,19.0,300.0,96.0,15.0,14.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.8401,74.846,Jammu & Kashmir,Jammu,Kangar,
6.58,590.0,395.3,296.0,18.0,0.46,27.0,25.0,290.0,86.0,18.0,14.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.8076,74.8575,Jammu & Kashmir,Jammu,Khairi (Raipur),
7.25,630.0,422.1,376.0,13.0,0.0,26.0,3.0,285.0,80.0,21.0,9.0,37.0,0,0,0,0,0,0,1,1,MODERATE,32.7626,74.7921,Jammu & Kashmir,Jammu,Lower Barnai,
6.86,760.0,509.2000000000001,364.0,43.0,0.28,77.0,3.0,365.0,88.0,35.0,31.0,2.0,0,1,0,0,0,0,1,2,MODERATE,32.7505,74.7997,Jammu & Kashmir,Jammu,Muthi,
7.14,640.0,428.8,429.0,8.0,0.26,20.0,0.0,357.0,110.0,19.0,8.0,3.0,0,0,0,0,0,0,1,1,MODERATE,32.84,74.7716,Jammu & Kashmir,Jammu,Pata Khu,
7.21,700.0,469.0,392.0,15.0,0.29,35.0,26.0,352.0,96.0,27.0,19.0,12.0,0,0,0,0,0,0,1,1,MODERATE,32.8282,74.7419,Jammu & Kashmir,Jammu,Shama Chak,
7.09,640.0,428.8,417.0,13.0,0.37,12.0,3.0,357.0,120.0,13.0,9.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.9573,74.6702,Jammu & Kashmir,Jammu,Sumah,
7.24,420.0,281.40000000000003,271.0,7.0,0.24,7.0,3.0,199.0,66.0,9.0,17.0,1.0,0,0,0,0,0,0,0,0,SAFE,32.8561,74.5695,Jammu & Kashmir,Jammu,Bhagwana Chak,
7.12,630.0,422.1,401.0,8.0,0.25,22.0,4.0,340.0,94.0,26.0,8.0,3.0,0,0,0,0,0,0,1,1,MODERATE,32.8693,74.6885,Jammu & Kashmir,Jammu,Leherian,
7.69,510.0,341.70000000000005,314.0,5.0,0.2,24.0,9.0,289.0,82.0,21.0,4.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.8556,74.6506,Jammu & Kashmir,Jammu,Devipura,
7.28,1910.0,1279.7,895.0,118.0,0.41,171.0,94.0,608.0,150.0,56.0,111.0,248.0,0,1,1,0,0,0,1,3,HIGH,32.5175,74.8367,Jammu & Kashmir,Jammu,Allah,
7.67,1650.0,1105.5,791.0,86.0,1.3,83.0,42.0,352.0,70.0,43.0,82.0,315.0,0,1,0,0,0,0,1,2,MODERATE,32.608,74.857,Jammu & Kashmir,Jammu,Bishnah,
7.22,760.0,509.2000000000001,480.0,12.0,0.34,14.0,7.0,350.0,82.0,35.0,39.0,3.0,0,1,0,0,0,0,1,2,MODERATE,32.5853,74.9064,Jammu & Kashmir,Jammu,Khairi (Bishnah),
6.98,860.0,576.2,419.0,37.0,0.49,44.0,43.0,385.0,104.0,30.0,48.0,3.0,0,1,0,0,0,0,1,2,MODERATE,32.5772,74.8817,Jammu & Kashmir,Jammu,Kothey Saini,
7.31,970.0,649.9000000000001,497.0,68.0,0.61,77.0,5.0,508.0,124.0,47.0,34.0,18.0,0,1,0,0,0,0,1,2,MODERATE,32.6156,74.8342,Jammu & Kashmir,Jammu,Kotli Charkan,
7.51,510.0,341.70000000000005,276.0,20.0,0.27,45.0,6.0,271.0,90.0,11.0,15.0,3.0,0,0,0,0,0,0,1,1,MODERATE,32.585,74.8369,Jammu & Kashmir,Jammu,Laswara,
7.05,960.0,643.2,510.0,42.0,0.92,50.0,9.0,440.0,98.0,47.0,54.0,2.0,0,1,0,0,0,0,1,2,MODERATE,32.6269,74.8886,Jammu & Kashmir,Jammu,Palli,
7.55,500.0,335.0,362.0,5.0,0.45,6.0,4.0,201.0,47.0,21.0,50.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.51,74.82,Jammu & Kashmir,Jammu,Poal Ii,
7.39,600.0,402.0,376.0,7.0,0.47,17.0,3.0,265.0,54.0,32.0,35.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.5614,74.8761,Jammu & Kashmir,Jammu,Rehal,
7.55,900.0,603.0,509.0,38.0,0.32,59.0,0.0,355.0,84.0,35.0,34.0,96.0,0,1,0,0,0,0,1,2,MODERATE,32.5603,74.8181,Jammu & Kashmir,Jammu,Salehar Ii,
7.84,680.0,455.6,352.0,30.0,0.34,23.0,25.0,337.0,80.0,33.0,19.0,3.0,0,0,0,0,0,0,1,1,MODERATE,32.5552,74.918,Jammu & Kashmir,Jammu,Majua Laxmi,
8.04,600.0,402.0,350.0,18.0,0.62,25.0,17.0,186.0,46.0,17.0,79.0,1.0,0,0,0,0,0,0,0,0,SAFE,32.6333,74.8833,Jammu & Kashmir,Jammu,Upralakanhal,
6.81,760.0,509.2000000000001,468.0,20.0,0.27,27.0,16.0,415.0,138.0,17.0,18.0,1.0,0,1,0,0,0,0,1,2,MODERATE,32.7989,75.1083,Jammu & Kashmir,Jammu,Kot Kaswal,
6.81,410.0,274.7,245.0,13.0,0.22,9.0,14.0,201.0,64.0,10.0,16.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.8696,74.6134,Jammu & Kashmir,Jammu,Taryai,
7.36,810.0,542.7,376.0,35.0,0.22,49.0,62.0,418.0,140.0,17.0,21.0,6.0,0,1,1,0,0,0,1,3,HIGH,32.8331,74.577,Jammu & Kashmir,Jammu,Jourian,
7.13,1340.0,897.8000000000001,777.0,82.0,0.45,20.0,5.0,627.0,146.0,65.0,51.0,16.0,0,1,0,0,0,0,1,2,MODERATE,32.8813,74.708,Jammu & Kashmir,Jammu,Gura (Akhnoor),
7.27,490.0,328.3,261.0,20.0,0.23,39.0,6.0,222.0,75.0,9.0,21.0,10.0,0,0,0,0,0,0,1,1,MODERATE,33.0224,74.6515,Jammu & Kashmir,Jammu,Chowki Chora,
7.84,730.0,489.1,390.0,21.0,0.41,13.0,0.0,190.0,32.0,26.0,79.0,1.0,0,0,0,0,0,0,0,0,SAFE,25.5545,80.7094,Uttar Pradesh,Banda,HBaaznadr PTuomwapr Odsf BBlhoaclkih Oanffjiocte.,
7.79,888.0,594.96,500.0,14.0,0.77,8.0,6.0,270.0,48.0,36.0,78.0,2.0,0,1,0,0,0,0,1,2,MODERATE,25.6456,80.7243,Uttar Pradesh,Banda,Kaji Tola,
7.67,777.0,520.59,415.0,21.0,0.38,10.0,8.0,280.0,52.0,36.0,49.0,2.0,0,1,0,0,0,0,1,2,MODERATE,25.517,80.5604,Uttar Pradesh,Banda,Murwal,
7.99,986.0,660.62,561.0,14.0,0.78,0.0,6.0,270.0,40.0,41.0,101.0,2.0,0,1,0,0,0,0,1,2,MODERATE,25.3857,80.1737,Uttar Pradesh,Banda,Chamraha,
8.02,1012.0,678.0400000000001,512.0,36.0,0.61,23.0,0.0,250.0,48.0,31.0,113.0,2.0,0,1,0,0,0,0,1,2,MODERATE,25.4811,80.4317,Uttar Pradesh,Banda,Jaurahi,
8.18,845.0,566.15,476.0,14.0,0.52,0.0,10.0,330.0,40.0,55.0,41.0,1.0,0,1,0,0,0,0,1,2,MODERATE,25.5787,80.3749,Uttar Pradesh,Banda,Kahriya,
8.07,882.0,590.94,439.0,28.0,0.44,24.0,21.0,250.0,64.0,22.0,86.0,0.0,0,1,0,0,0,0,1,2,MODERATE,25.5132,80.3226,Uttar Pradesh,Banda,Kanwara,
7.61,1795.0,1202.65,586.0,142.0,0.69,131.0,79.0,440.0,48.0,77.0,204.0,1.0,0,1,1,0,0,0,1,3,HIGH,25.4811,79.8944,Uttar Pradesh,Banda,Hand Pump Of Block Office,
8.02,999.0,669.33,439.0,78.0,0.47,21.0,8.0,340.0,92.0,26.0,71.0,3.0,0,1,0,0,0,0,1,2,MODERATE,25.3715,80.7385,Uttar Pradesh,Banda,Oran,
7.84,1555.0,1041.85,769.0,71.0,0.64,34.0,9.0,300.0,36.0,50.0,214.0,4.0,0,1,0,0,0,0,1,2,MODERATE,25.8604,80.4436,Uttar Pradesh,Banda,Narauli,
7.69,500.0,335.0,268.0,7.0,0.48,9.0,11.0,200.0,60.0,12.0,22.0,1.0,0,0,0,0,0,0,0,0,SAFE,25.7794,80.4421,Uttar Pradesh,Banda,Sindhan Kalan,
7.64,841.0,563.47,403.0,50.0,0.52,10.0,8.0,200.0,48.0,19.0,102.0,0.0,0,1,0,0,0,0,0,1,MODERATE,25.4906,80.9911,Uttar Pradesh,Banda,Itarra,
7.35,720.0,482.4,522.0,7.0,0.22,12.0,7.0,424.0,146.0,15.0,7.0,1.0,0,0,0,0,0,0,1,1,MODERATE,33.165,74.553,Jammu & Kashmir,Reasi,Aliyah,
7.1,1230.0,824.1,638.0,99.0,0.28,54.0,6.0,556.0,194.0,17.0,88.0,2.0,0,1,0,0,0,0,1,2,MODERATE,33.0519,74.5771,Jammu & Kashmir,Reasi,Bhambla,
7.42,690.0,462.3,443.0,20.0,0.2,16.0,8.0,379.0,128.0,15.0,13.0,1.0,0,0,0,0,0,0,1,1,MODERATE,33.0716,74.6397,Jammu & Kashmir,Reasi,Dadua,
7.44,750.0,502.50000000000006,510.0,12.0,0.29,17.0,7.0,404.0,132.0,18.0,20.0,1.0,0,1,0,0,0,0,1,2,MODERATE,33.0709,74.6489,Jammu & Kashmir,Reasi,Garan Jagir,
7.38,720.0,482.4,504.0,12.0,0.22,20.0,0.0,399.0,119.0,24.0,15.0,8.0,0,0,0,0,0,0,1,1,MODERATE,33.1281,74.6311,Jammu & Kashmir,Reasi,Nanora,
7.46,520.0,348.40000000000003,331.0,7.0,0.18,9.0,5.0,246.0,60.0,23.0,20.0,1.0,0,0,0,0,0,0,1,1,MODERATE,34.2319,74.3553,Jammu & Kashmir,Baramulla,Binner,
7.33,687.0,460.29,397.0,25.0,0.41,15.0,4.0,307.0,91.0,18.0,31.0,1.0,0,0,0,0,0,0,1,1,MODERATE,34.2192,74.3633,Jammu & Kashmir,Baramulla,Jambazpora,
7.31,1290.0,864.3000000000001,546.0,65.0,0.34,51.0,139.0,569.0,185.0,27.0,55.0,14.0,0,1,1,0,0,0,1,3,HIGH,34.2008,74.3975,Jammu & Kashmir,Baramulla,Uplna,
7.06,1655.0,1108.85,419.0,274.0,0.33,126.0,25.0,663.0,199.0,41.0,109.0,5.0,0,1,0,0,1,0,1,3,HIGH,34.2164,74.5364,Jammu & Kashmir,Baramulla,Lolipora,
6.75,826.0,553.4200000000001,196.0,112.0,0.16,48.0,37.0,318.0,96.0,19.0,43.0,2.0,0,1,0,0,0,0,1,2,MODERATE,34.2914,74.3908,Jammu & Kashmir,Baramulla,Hadipora,
7.02,863.0,578.21,510.0,35.0,0.18,20.0,6.0,420.0,127.0,26.0,33.0,3.0,0,1,0,0,0,0,1,2,MODERATE,34.2781,74.4294,Jammu & Kashmir,Baramulla,Mazbugh,
7.03,468.0,313.56,231.0,28.0,0.1,19.0,4.0,220.0,64.0,15.0,13.0,1.0,0,0,0,0,0,0,1,1,MODERATE,34.3211,74.4631,Jammu & Kashmir,Baramulla,Said Pora,
6.78,594.0,397.98,395.0,8.0,0.22,4.0,3.0,285.0,81.0,21.0,18.0,4.0,0,0,0,0,0,0,1,1,MODERATE,34.3564,74.4213,Jammu & Kashmir,Baramulla,Bomai,
7.13,346.0,231.82,210.0,8.0,0.16,9.0,3.0,171.0,54.0,9.0,8.0,1.0,0,0,0,0,0,0,0,0,SAFE,34.0931,74.5764,Jammu & Kashmir,Baramulla,Badran,
7.6,652.0,436.84,389.0,28.0,0.36,11.0,3.0,322.0,112.0,11.0,15.0,2.0,0,0,0,0,0,0,1,1,MODERATE,34.0906,74.5611,Jammu & Kashmir,Baramulla,Waripora,
7.18,612.0,410.04,425.0,5.0,0.12,5.0,6.0,312.0,91.0,22.0,19.0,1.0,0,0,0,0,0,0,1,1,MODERATE,34.3564,74.3272,Jammu & Kashmir,Handwara,Hampora,
7.14,760.0,509.2000000000001,392.0,45.0,0.3,46.0,3.0,325.0,102.0,17.0,46.0,2.0,0,1,0,0,0,0,1,2,MODERATE,32.8372,75.0333,Jammu & Kashmir,Jammu,Kunihala,
7.03,1000.0,670.0,462.0,37.0,0.26,60.0,79.0,510.0,146.0,35.0,27.0,2.0,0,1,1,0,0,0,1,3,HIGH,32.7597,74.8947,Jammu & Kashmir,Jammu,Sidhra,
7.06,550.0,368.5,300.0,15.0,0.31,23.0,21.0,270.0,92.0,10.0,14.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.8525,75.0186,Jammu & Kashmir,Jammu,Badsoo,
7.07,740.0,495.8,400.0,23.0,0.26,25.0,33.0,387.0,135.0,12.0,16.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.6861,74.9305,Jammu & Kashmir,Jammu,Greater Kailash,
7.29,550.0,368.5,350.0,8.0,0.5,31.0,11.0,312.0,98.0,16.0,8.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.6147,74.6681,Jammu & Kashmir,Jammu,Bega,
7.51,530.0,355.1,337.0,8.0,0.59,27.0,3.0,281.0,72.0,24.0,18.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.619,74.677,Jammu & Kashmir,Jammu,Bera,
7.7,970.0,649.9000000000001,613.0,45.0,0.56,33.0,9.0,422.0,72.0,58.0,93.0,4.0,0,1,0,0,0,0,1,2,MODERATE,32.5083,74.7056,Jammu & Kashmir,Jammu,Nikowal,
7.39,1050.0,703.5,598.0,49.0,0.45,60.0,76.0,467.0,134.0,32.0,78.0,21.0,0,1,1,0,0,0,1,3,HIGH,32.5075,74.7247,Jammu & Kashmir,Jammu,Sei Khurd,
7.27,910.0,609.7,505.0,40.0,0.63,44.0,54.0,443.0,138.0,27.0,48.0,2.0,0,1,1,0,0,0,1,3,HIGH,32.9207,74.4484,Jammu & Kashmir,Jammu,Kalah,
7.37,730.0,489.1,450.0,7.0,0.24,16.0,30.0,418.0,152.0,10.0,9.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.9093,74.4251,Jammu & Kashmir,Jammu,Baradow,
7.17,690.0,462.3,401.0,12.0,0.28,20.0,32.0,378.0,134.0,11.0,10.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.9325,74.4418,Jammu & Kashmir,Jammu,Jogwan,
6.92,510.0,341.70000000000005,313.0,10.0,0.33,15.0,3.0,271.0,97.0,7.0,10.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.693,74.9344,Jammu & Kashmir,Jammu,Chatta,
7.46,870.0,582.9000000000001,468.0,32.0,0.2,35.0,45.0,460.0,128.0,34.0,28.0,2.0,0,1,0,0,0,0,1,2,MODERATE,32.6889,74.8458,Jammu & Kashmir,Jammu,Satwari,
7.69,1180.0,790.6,754.0,38.0,1.21,61.0,5.0,492.0,68.0,78.0,127.0,4.0,0,1,0,0,0,0,1,2,MODERATE,32.5675,74.6756,Jammu & Kashmir,Jammu,Suchetgarh Ii,
6.84,360.0,241.2,224.0,8.0,0.25,11.0,3.0,185.0,58.0,10.0,11.0,2.0,0,0,0,0,0,0,0,0,SAFE,32.45,75.3667,Jammu & Kashmir,Kathua,Bhagwal,
6.7,300.0,201.0,142.0,8.0,0.21,21.0,10.0,145.0,48.0,6.0,7.0,1.0,0,0,0,0,0,0,0,0,SAFE,32.3958,75.4417,Jammu & Kashmir,Kathua,Patiari,
7.0,870.0,582.9000000000001,505.0,40.0,0.32,30.0,5.0,415.0,142.0,15.0,41.0,15.0,0,1,0,0,0,0,1,2,MODERATE,32.6131,75.6083,Jammu & Kashmir,Kathua,Billawar,
7.01,710.0,475.7000000000001,388.0,35.0,0.2,26.0,3.0,330.0,106.0,16.0,32.0,7.0,0,0,0,0,0,0,1,1,MODERATE,32.6561,75.4153,Jammu & Kashmir,Kathua,Lakri,
6.86,730.0,489.1,431.0,22.0,0.29,28.0,3.0,335.0,104.0,18.0,36.0,11.0,0,0,0,0,0,0,1,1,MODERATE,32.6356,75.5083,Jammu & Kashmir,Kathua,Mandli,
6.82,1000.0,670.0,456.0,77.0,0.29,47.0,29.0,395.0,126.0,19.0,77.0,9.0,0,1,0,0,0,0,1,2,MODERATE,32.6464,75.3939,Jammu & Kashmir,Kathua,Nagrota?Gujroo,
6.32,340.0,227.8,185.0,15.0,0.17,19.0,3.0,165.0,52.0,9.0,13.0,1.0,1,0,0,0,0,0,0,1,MODERATE,32.5564,75.5658,Jammu & Kashmir,Kathua,Pallan,
6.24,440.0,294.8,197.0,30.0,0.2,21.0,13.0,205.0,64.0,11.0,16.0,3.0,1,0,0,0,0,0,1,2,MODERATE,32.5828,75.5444,Jammu & Kashmir,Kathua,Phinter,
6.86,790.0,529.3000000000001,505.0,15.0,0.24,17.0,3.0,405.0,126.0,22.0,22.0,7.0,0,1,0,0,0,0,1,2,MODERATE,32.6417,75.3361,Jammu & Kashmir,Kathua,Ramkot,
6.65,280.0,187.6,156.0,8.0,0.17,13.0,12.0,145.0,50.0,5.0,4.0,1.0,0,0,0,0,0,0,0,0,SAFE,32.5442,75.2733,Jammu & Kashmir,Kathua,Lokli,
6.9,640.0,428.8,392.0,15.0,0.28,22.0,6.0,345.0,114.0,15.0,13.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.5581,75.3019,Jammu & Kashmir,Kathua,Nauni,
7.22,770.0,515.9,467.0,25.0,0.27,22.0,3.0,395.0,130.0,17.0,20.0,2.0,0,1,0,0,0,0,1,2,MODERATE,32.547,75.265,Jammu & Kashmir,Kathua,Patyari Ii,
6.92,450.0,301.5,261.0,10.0,0.25,19.0,6.0,240.0,82.0,9.0,8.0,3.0,0,0,0,0,0,0,1,1,MODERATE,32.551,75.293,Jammu & Kashmir,Kathua,Saida,
7.33,300.0,201.0,194.0,5.0,0.25,7.0,3.0,145.0,48.0,6.0,15.0,1.0,0,0,0,0,0,0,0,0,SAFE,32.418,75.259,Jammu & Kashmir,Kathua,Chakara,
7.14,580.0,388.6,375.0,10.0,0.16,13.0,11.0,322.0,115.0,9.0,14.0,5.0,0,0,0,0,0,0,1,1,MODERATE,32.3889,75.3667,Jammu & Kashmir,Kathua,Chakhariya,
7.05,370.0,247.9,205.0,10.0,0.18,12.0,12.0,185.0,62.0,7.0,12.0,2.0,0,0,0,0,0,0,0,0,SAFE,32.4875,75.2458,Jammu & Kashmir,Kathua,Chan Khatrian,
7.06,370.0,247.9,218.0,8.0,0.15,12.0,4.0,160.0,52.0,7.0,17.0,1.0,0,0,0,0,0,0,0,0,SAFE,32.4833,75.3306,Jammu & Kashmir,Kathua,Chanranga,
6.54,270.0,180.9,166.0,5.0,0.2,11.0,9.0,140.0,46.0,6.0,9.0,1.0,0,0,0,0,0,0,0,0,SAFE,32.4472,75.3147,Jammu & Kashmir,Kathua,Chapki Kalan,
6.5,310.0,207.7,184.0,7.0,0.24,12.0,3.0,155.0,52.0,6.0,7.0,1.0,0,0,0,0,0,0,0,0,SAFE,32.9265,75.1302,Jammu & Kashmir,Udhampur,Jhakkar,
7.37,690.0,462.3,350.0,28.0,0.37,56.0,16.0,347.0,102.0,21.0,25.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.6225,74.7158,Jammu & Kashmir,Jammu,Agre Chak,
7.04,580.0,388.6,367.0,13.0,0.32,16.0,3.0,300.0,100.0,12.0,17.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.468,75.274,Jammu & Kashmir,Kathua,Feruchak,
7.33,1040.0,696.8000000000001,601.0,43.0,0.25,64.0,10.0,497.0,146.0,32.0,32.0,63.0,0,1,0,0,0,0,1,2,MODERATE,32.6972,74.7431,Jammu & Kashmir,Jammu,Sohanjana,
7.21,770.0,515.9,509.0,15.0,0.27,28.0,4.0,397.0,90.0,11.0,20.0,25.0,0,1,0,0,0,0,1,2,MODERATE,32.6644,74.7739,Jammu & Kashmir,Jammu,Lalyal,
6.9,640.0,428.8,325.0,32.0,0.24,29.0,15.0,305.0,96.0,16.0,25.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.8344,75.0417,Jammu & Kashmir,Jammu,Kah Pahuta,
7.07,530.0,355.1,325.0,10.0,0.27,9.0,14.0,261.0,79.0,16.0,17.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.657,74.892,Jammu & Kashmir,Jammu,Kaluchak,
6.9,890.0,596.3000000000001,497.0,37.0,0.37,45.0,5.0,450.0,140.0,24.0,34.0,2.0,0,1,0,0,0,0,1,2,MODERATE,32.8656,74.9953,Jammu & Kashmir,Jammu,Katcha Pind (Dansal),
7.12,700.0,469.0,351.0,17.0,0.21,28.0,36.0,345.0,100.0,23.0,13.0,2.0,0,0,0,0,0,0,1,1,MODERATE,32.7506,74.8964,Jammu & Kashmir,Jammu,Rangoora,
7.68,940.0,629.8000000000001,598.0,22.0,0.49,45.0,7.0,440.0,74.0,62.0,68.0,6.0,0,1,0,0,0,0,1,2,MODERATE,32.7672,75.0431,Jammu & Kashmir,Jammu,Surinsar,
7.12,770.0,515.9,376.0,32.0,0.35,29.0,43.0,360.0,110.0,21.0,29.0,6.0,0,1,0,0,0,0,1,2,MODERATE,32.7116,74.88,Jammu & Kashmir,Jammu,Trikuta Nagar,
7.21,470.0,314.90000000000003,284.0,10.0,0.29,24.0,3.0,259.0,86.0,11.0,8.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.8062,74.562,Jammu & Kashmir,Jammu,Bakore,
7.57,610.0,408.7000000000001,376.0,7.0,0.13,30.0,13.0,348.0,122.0,11.0,8.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.8026,74.5402,Jammu & Kashmir,Jammu,Dhanpur,
7.25,1270.0,850.9000000000001,585.0,54.0,0.27,90.0,54.0,478.0,148.0,27.0,42.0,114.0,0,1,1,0,0,0,1,3,HIGH,32.7961,74.4818,Jammu & Kashmir,Jammu,Gigrial,
7.2,1650.0,1105.5,610.0,87.0,0.28,176.0,181.0,756.0,227.0,46.0,83.0,37.0,0,1,1,0,0,0,1,3,HIGH,32.7765,74.5256,Jammu & Kashmir,Jammu,Hamirpur Sidhar,
7.36,600.0,402.0,376.0,10.0,0.22,21.0,3.0,313.0,110.0,10.0,6.0,22.0,0,0,0,0,0,0,1,1,MODERATE,32.8657,74.4385,Jammu & Kashmir,Jammu,Kachrial,
7.08,720.0,482.4,413.0,10.0,0.14,33.0,22.0,390.0,140.0,10.0,11.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.8294,74.5173,Jammu & Kashmir,Jammu,Khour,
7.49,560.0,375.2000000000001,313.0,10.0,0.16,34.0,8.0,286.0,96.0,11.0,13.0,1.0,0,0,0,0,0,0,1,1,MODERATE,32.837,74.4486,Jammu & Kashmir,Jammu,Palatan,
7.48,530.0,355.1,350.0,8.0,0.24,12.0,3.0,283.0,100.0,7.0,6.0,8.0,0,0,0,0,0,0,1,1,MODERATE,32.789,74.5213,Jammu & Kashmir,Jammu,Pangli Colony,
7.84,1260.0,844.2,638.0,53.0,0.0,125.0,5.0,432.0,110.0,38.0,69.0,129.0,0,1,0,0,0,0,1,2,MODERATE,32.7765,74.5099,Jammu & Kashmir,Jammu,Senth,
